GCF_003469635.1_ASM346963v1_genomic	SGB516	Parabacteroides_merdae
GCF_002918535.1_ASM291853v1_genomic	SGB324	Citrobacter_amalonaticus
GCA_004211815.1_ASM421181v1_genomic	SGB013	Acinetobacter_johnsonii
SAMN02997429	SGB401	Listeria_monocytogenes
MG_1062101239_bin_3	SGB137	Gardnerella_vaginalis
MG_1062101239_bin_1	SGB416	Atopobium_vaginae
GCF_000240645.1_ASM24064v2_genomic	SGB513	Neisseria_gonorrhoeae
SAMN04270962	SGB603	Enterococcus_faecium
SAMN04270961	SGB603	Enterococcus_faecium
SAMN04270960	SGB603	Enterococcus_faecium
SAMN04270967	SGB603	Enterococcus_faecium
SAMN04270966	SGB603	Enterococcus_faecium
SAMN04270965	SGB603	Enterococcus_faecium
SAMN04270964	SGB603	Enterococcus_faecium
SAMN04270969	SGB603	Enterococcus_faecium
SAMN04270968	SGB603	Enterococcus_faecium
GCA_000157935.1_ASM15793v1_genomic	SGB076	Prevotella_copri
GCF_002104095.1_ASM210409v1_genomic	SGB597	Serratia_ureilytica
GCF_000551965.1_Stap_aure_M0092_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900075585.1_11983_6_19_genomic	SGB238	Enterobacter_cloacae
GCF_003427235.1_ASM342723v1_genomic	SGB088	Enterobacter_cloacae
GCF_000789965.1_AZPAE14856_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001792855.1_ASM179285v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000572445.1_Stap_aure_OCMM6109_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA1690461	SGB513	Neisseria_gonorrhoeae
GCF_004136855.1_ASM413685v1_genomic	SGB238	Enterobacter_cloacae
GCF_000531325.1_Stap_aure_M0238_V1_genomic	SGB185	Staphylococcus_aureus
SRS142521_bin_1	SGB266	Lactobacillus_crispatus
SRS142521_bin_3	SGB600	Lactobacillus_jensenii
SRS142521_bin_2	SGB266	Lactobacillus_crispatus
GCF_003995575.1_ASM399557v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001450675.1_WH-SGI-V-07227_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000594245.1_Stap_aure_T30569_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000537975.1_Stap_aure_SJOS6053_V1_genomic	SGB185	Staphylococcus_aureus
SAMN02314404	SGB599	Bacteroides_fragilis
SAMEA4076769	SGB513	Neisseria_gonorrhoeae
SAMEA4076768	SGB513	Neisseria_gonorrhoeae
GCF_001037125.1_ASM103712v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA4076765	SGB513	Neisseria_gonorrhoeae
GCF_900201065.1_B308_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003724445.1_INS-Nm1171_genomic	SGB513	Neisseria_gonorrhoeae
C0120A1	SGB001	Lactobacillus_gasseri
C0120A2	SGB001	Lactobacillus_gasseri
C0120A3	SGB001	Lactobacillus_gasseri
C0120A4	SGB001	Lactobacillus_gasseri
GCF_002966735.1_ASM296673v1_genomic	SGB511	Haemophilus_influenzae
SAMN02471392	SGB603	Enterococcus_faecium
SAMN02471391	SGB603	Enterococcus_faecium
SAMN02471390	SGB603	Enterococcus_faecium
SAMN03358028	SGB401	Listeria_monocytogenes
SAMN03358029	SGB401	Listeria_monocytogenes
SAMN06649984	SGB184	Citrobacter_freundii
SAMN03358020	SGB401	Listeria_monocytogenes
SAMN03358021	SGB401	Listeria_monocytogenes
SAMN03358022	SGB401	Listeria_monocytogenes
SAMN03358023	SGB401	Listeria_monocytogenes
SAMN03358024	SGB401	Listeria_monocytogenes
SAMN03358025	SGB401	Listeria_monocytogenes
SAMN03358026	SGB401	Listeria_monocytogenes
SAMN03358027	SGB401	Listeria_monocytogenes
GCF_002135675.1_ASM213567v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000560305.1_Stap_aure_M67290_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA1876571	SGB598	Streptococcus_pyogenes
SAMEA1876570	SGB598	Streptococcus_pyogenes
SAMEA1876575	SGB598	Streptococcus_pyogenes
SAMEA1876577	SGB598	Streptococcus_pyogenes
SAMEA1876579	SGB598	Streptococcus_pyogenes
SAMEA1876578	SGB598	Streptococcus_pyogenes
GCF_001035305.1_ASM103530v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000542455.1_Stap_aure_OCMM6114_V1_genomic	SGB185	Staphylococcus_aureus
C0112C2	SGB001	Lactobacillus_gasseri
GCF_000363425.1_Stap_aure_M1373_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900024355.1_14355_6_60_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001537765.1_12082_2_29_genomic	SGB597	Serratia_ureilytica
GCF_000525385.1_Stap_aure_DAR5892_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001993685.1_ASM199368v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_001984275.1_ASM198427v1_genomic	SGB343	Burkholderia_cenocepacia
0055_051_1_2_MRS3_S770-bin_1	SGB020	Gardnerella_vaginalis
GCF_001981735.1_ASM198173v1_genomic	SGB391	Lactobacillus_sakei
GCF_000146525.1	SGB491	Streptococcus_gallolyticus
SAMN02567411	SGB598	Streptococcus_pyogenes
SAMN02567412	SGB598	Streptococcus_pyogenes
GCF_003798825.1_ASM379882v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN02567413	SGB598	Streptococcus_pyogenes
GCF_002329725.1_ASM232972v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02567414	SGB598	Streptococcus_pyogenes
SAMEA4392618	SGB179	Bacteroides_ovatus
GCF_000573785.1_Stap_aure_M1285_V1_genomic	SGB185	Staphylococcus_aureus
CM_F06_S814-bin_1	SGB266	Lactobacillus_crispatus
GCF_000360445.1_Stap_aure_M0216_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001540105.1_12082_3_10_genomic	SGB597	Serratia_ureilytica
SAMN03154486	SGB283	Proteus_mirabilis
SAMN03154481	SGB283	Proteus_mirabilis
GCF_000363785.1_Stap_aure_M1578_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000606625.1_Stap_aure_M25139_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003414745.1_ASM341474v1_genomic	SGB511	Haemophilus_influenzae
SAMN02603440	SGB124	Ureaplasma_urealyticum
GCF_002193995.1_ASM219399v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_900129655.1_IMG-taxon_2695420967_annotated_assembly_genomic	SGB118	Bacteroides_clarus
GCF_001451325.1_WH-SGI-V-07410_genomic	SGB359	Pseudomonas_aeruginosa
SAMN07958349	SGB242	Bifidobacterium_longum
SAMN07958348	SGB242	Bifidobacterium_longum
SAMN07958347	SGB242	Bifidobacterium_longum
GCF_000418835.1_S_marcescensMC6001-1.0_genomic	SGB597	Serratia_ureilytica
GCF_004349655.1_ASM434965v1_genomic	SGB057	Lactobacillus_reuteri
GCF_000556225.1_Stap_aure_M0452_V1_genomic	SGB185	Staphylococcus_aureus
SAMN06066714	SGB344	Bacillus_subtilis
GCF_000601705.1_Stap_aure_M66468_V1_genomic	SGB185	Staphylococcus_aureus
SAMN02317048	SGB599	Bacteroides_fragilis
SAMN02317049	SGB599	Bacteroides_fragilis
GCF_000260755.1_SinfantisSK959v1.0_genomic	SGB321	Streptococcus_infantis
GCF_000361805.1_Stap_aure_M0673_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000572905.1_Stap_aure_HBHO6050_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900446165.1_43781_C01_genomic	SGB343	Burkholderia_cenocepacia
SAMN00809101	SGB123	Listeria_monocytogenes
GCF_002991415.1_ASM299141v1_genomic	SGB511	Haemophilus_influenzae
GCF_002193905.1_ASM219390v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000605325.1_Stap_aure_M24419_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900202575.1_R805_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000560445.1_Stap_aure_W21472_V1_genomic	SGB185	Staphylococcus_aureus
SAMN05410795	SGB401	Listeria_monocytogenes
GCF_000579755.1_Stap_aure_M59257_V1_genomic	SGB185	Staphylococcus_aureus
SAMN05410797	SGB401	Listeria_monocytogenes
SAMN05410796	SGB401	Listeria_monocytogenes
SAMN03218401	SGB401	Listeria_monocytogenes
SAMN03218400	SGB401	Listeria_monocytogenes
SAMN05410793	SGB401	Listeria_monocytogenes
SAMN05410792	SGB401	Listeria_monocytogenes
GCF_000546965.1_Stap_aure_M1070_V1_genomic	SGB185	Staphylococcus_aureus
SAMN05410799	SGB401	Listeria_monocytogenes
SAMN05410798	SGB401	Listeria_monocytogenes
SAMN03800305	SGB401	Listeria_monocytogenes
SAMN03800304	SGB401	Listeria_monocytogenes
GCF_001404675.1_14207_7_86_genomic	SGB437	Coprococcus_eutactus
SAMN03800306	SGB401	Listeria_monocytogenes
SAMN03800301	SGB401	Listeria_monocytogenes
SAMN03800300	SGB401	Listeria_monocytogenes
MG_193930_bin_14	SGB507	noRef
SAMN03800302	SGB401	Listeria_monocytogenes
GCF_003468355.1_ASM346835v1_genomic	SGB183	Bacteroides_stercoris
CM_E08_S829-bin_1	SGB266	Lactobacillus_crispatus
SAMN10239560	SGB249	Veillonella_dispar
SAMN03435012	SGB601	Streptococcus_agalactiae
GCF_000574185.1_Stap_aure_M1261_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001453985.1_WH-SGI-V-07266_genomic	SGB359	Pseudomonas_aeruginosa
GCF_900202805.1_R892_genomic	SGB513	Neisseria_gonorrhoeae
SAMN02314539	SGB599	Bacteroides_fragilis
SAMN02314538	SGB599	Bacteroides_fragilis
SAMN02314537	SGB599	Bacteroides_fragilis
SAMN02314536	SGB599	Bacteroides_fragilis
SAMN02314535	SGB599	Bacteroides_fragilis
SAMN02314534	SGB599	Bacteroides_fragilis
SAMN02314533	SGB599	Bacteroides_fragilis
GCF_000763245.2_ASM76324v2_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02314531	SGB599	Bacteroides_fragilis
SAMN02314530	SGB599	Bacteroides_fragilis
GCF_000480865.1_Pseu_aeru_BL14_V1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN00809105	SGB123	Listeria_monocytogenes
SAMEA104656340	SGB603	Enterococcus_faecium
GCF_001036565.1_ASM103656v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000546105.1_Stap_aure_M0984_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000574245.1_Stap_aure_M1254_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000543245.1_Stap_aure_GGMC6053_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900453805.1_46338_A01_genomic	SGB508	Neisseria_flavescens
SAMN09736837	SGB180	Bacteroides_dorei
SAMN09736836	SGB180	Bacteroides_dorei
GCF_001454165.1_WH-SGI-V-07293_genomic	SGB359	Pseudomonas_aeruginosa
SAMN04962896	SGB481	Staphylococcus_epidermidis
GCF_001765925.1_ASM176592v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001452025.1_WH-SGI-V-07626_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02351383	SGB401	Listeria_monocytogenes
GCF_004193715.1_ASM419371v1_genomic	SGB566	Enterobacter_cloacae
GCF_000574545.1_Stap_aure_M1234_V1_genomic	SGB185	Staphylococcus_aureus
E6_1456_1083_3_BDMRSCQ11_S135-bin_1-SPLIT	SGB250	Campylobacter_hominis
GCF_000505985.1_JD315.contigs_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000562955.1_Stap_aure_S39411_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA2272311	SGB601	Streptococcus_agalactiae
GCF_000231275.1_Alis_indi_YIT_V1_genomic	SGB354	Alistipes_indistinctus
SAMN00002153	SGB284	Streptococcus_salivarius
GCF_000546325.1_Stap_aure_M1009_V1_genomic	SGB185	Staphylococcus_aureus
MG_198301_bin_23	SGB237	Peptostreptococcus_anaerobius
MG_198301_bin_20	SGB208	noRef
MG_198301_bin_24	SGB297	noRef
MG_198301_bin_28	SGB277	Prevotella_melaninogenica
GCF_001539625.1_12082_3_44_genomic	SGB597	Serratia_ureilytica
GCF_900408055.1_PTHi-4419_genomic	SGB511	Haemophilus_influenzae
SAMN03988559	SGB603	Enterococcus_faecium
SAMN03988550	SGB603	Enterococcus_faecium
SAMN03988555	SGB603	Enterococcus_faecium
GCA_900477975.1_46983_G01_genomic	SGB273	Corynebacterium_jeikeium
SAMN11126861	SGB563	Citrobacter_koseri
SAMN06297510	SGB401	Listeria_monocytogenes
GCF_003414885.1_ASM341488v1_genomic	SGB511	Haemophilus_influenzae
GCF_000169735.1_ASM16973v1_genomic	SGB511	Haemophilus_influenzae
GCF_001991495.1_ASM199149v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_003415585.1_ASM341558v1_genomic	SGB511	Haemophilus_influenzae
GCF_003799465.1_ASM379946v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000571075.1_Stap_aure_M53327_V1_genomic	SGB185	Staphylococcus_aureus
C0018B1	SGB001	Lactobacillus_gasseri
C0018B3	SGB001	Lactobacillus_gasseri
C0018B2	SGB001	Lactobacillus_gasseri
C0018B5	SGB001	Lactobacillus_gasseri
C0018B4	SGB001	Lactobacillus_gasseri
GCF_003425645.1_ASM342564v1_genomic	SGB511	Haemophilus_influenzae
GCF_002885885.1_ASM288588v1_genomic	SGB399	Enterobacter_cloacae
SAMN03197750	SGB481	Staphylococcus_epidermidis
SAMN03197753	SGB184	Citrobacter_freundii
AG15_bin_1	SGB266	Lactobacillus_crispatus
SAMN03197756	SGB281	Streptococcus_anginosus
GCF_000555305.1_Stap_aure_M0376_V1_genomic	SGB185	Staphylococcus_aureus
C0079G3	SGB281	Streptococcus_anginosus
SAMN02436213	SGB601	Streptococcus_agalactiae
SAMN02436212	SGB601	Streptococcus_agalactiae
SAMN02436211	SGB601	Streptococcus_agalactiae
SAMN02436210	SGB601	Streptococcus_agalactiae
SAMN02436215	SGB601	Streptococcus_agalactiae
SAMN02436214	SGB601	Streptococcus_agalactiae
GCF_001053915.1_ASM105391v1_genomic	SGB191	Haemophilus_influenzae
GCF_000577455.1_Stap_aure_H19476_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900204325.1_22794_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900035145.1_14555_5_18_genomic	SGB513	Neisseria_gonorrhoeae
SAMN03956218	SGB599	Bacteroides_fragilis
SAMN03956213	SGB369	Veillonella_atypica
GCF_000361305.1_Stap_aure_M0489_V1_genomic	SGB185	Staphylococcus_aureus
SAMN03956211	SGB211	Streptococcus_salivarius
SAMN03956210	SGB491	Streptococcus_gallolyticus
SAMEA3918956	SGB598	Streptococcus_pyogenes
SAMEA3918957	SGB598	Streptococcus_pyogenes
SAMEA3918954	SGB598	Streptococcus_pyogenes
SAMEA3918955	SGB598	Streptococcus_pyogenes
SAMEA3918952	SGB598	Streptococcus_pyogenes
SAMEA3918953	SGB598	Streptococcus_pyogenes
SAMEA3918950	SGB598	Streptococcus_pyogenes
SAMEA3918951	SGB598	Streptococcus_pyogenes
GCF_003493665.1_ASM349366v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA3918958	SGB598	Streptococcus_pyogenes
SAMEA3918959	SGB598	Streptococcus_pyogenes
GCF_003492605.1_ASM349260v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000587295.1_Stap_aure_M70017_V1_genomic	SGB185	Staphylococcus_aureus
GCA_001059385.1_ASM105938v1_genomic	SGB586	Corynebacterium_jeikeium
GCF_003462745.1_ASM346274v1_genomic	SGB183	Bacteroides_stercoris
MG_205819_bin_42	SGB349	Peptoniphilus_coxii
GCF_000796025.1_AZPAE14707_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000534975.1_Stap_aure_M0832_V1_genomic	SGB185	Staphylococcus_aureus
MG_205763_bin_18	SGB435	Atopobium_vaginae
GCF_000601905.1_Stap_aure_F12753_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002278355.1_ASM227835v1_genomic	SGB399	Enterobacter_cloacae
MG_205763_bin_12	SGB240	noRef
MG_205763_bin_17	SGB404	Bifidobacterium_breve
MG_205763_bin_14	SGB244	noRef
GCF_002136055.1_ASM213605v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN04026636	SGB412	Lactococcus_lactis
SAMN04026635	SGB412	Lactococcus_lactis
SAMN04026632	SGB412	Lactococcus_lactis
SAMN06173319_genes	SGB277	Prevotella_melaninogenica
SAMN04026638	SGB412	Lactococcus_lactis
SAMN04026639	SGB412	Lactococcus_lactis
SAMN03267276	SGB527	Bacillus_coagulans
SAMN03267277	SGB527	Bacillus_coagulans
SAMN03267278	SGB527	Bacillus_coagulans
SAMN03267279	SGB527	Bacillus_coagulans
GCF_000271365.1_ASM27136v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000563355.1_Stap_aure_H31290_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002087075.1_ASM208707v1_genomic	SGB405	Streptococcus_pseudopneumoniae
GCF_000751235.1_LBCNRZ333_V1_genomic	SGB054	Lactobacillus_delbrueckii
SAMEA3893662	SGB603	Enterococcus_faecium
SAMEA3893660	SGB603	Enterococcus_faecium
GCF_000538935.1_Stap_aure_OCMM6048_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA3893666	SGB603	Enterococcus_faecium
SAMEA3893667	SGB603	Enterococcus_faecium
SAMEA3893664	SGB603	Enterococcus_faecium
GCF_002326725.1_ASM232672v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001451375.1_WH-SGI-V-07417_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000561265.1_Stap_aure_M20913_V1_genomic	SGB185	Staphylococcus_aureus
GCF_902374525.1_MGYG-HGUT-01395_genomic	SGB596	Listeria_monocytogenes
GCF_000529455.1_Stap_aure_M0735_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000239235.1_ASM23923v1_genomic	SGB185	Staphylococcus_aureus
GCF_000520235.1_Pseu_aeru_BWHPSA048_V1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02338784	SGB513	Neisseria_gonorrhoeae
GCF_002845725.1_ASM284572v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000535575.1_Stap_aure_M1051_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003800155.1_ASM380015v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001483235.1_ASM148323v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001054225.1_ASM105422v1_genomic	SGB486	Klebsiella_pneumoniae
GCF_900077965.1_11983_7_34_genomic	SGB238	Enterobacter_cloacae
GCF_001184545.1_ASM118454v1_genomic	SGB511	Haemophilus_influenzae
SAMEA1398254	SGB414	Chlamydia_trachomatis
GCF_003996315.1_ASM399631v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002136445.1_ASM213644v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN10248949	SGB603	Enterococcus_faecium
SAMN10248945	SGB603	Enterococcus_faecium
SAMN10248944	SGB603	Enterococcus_faecium
SAMN03198091	SGB599	Bacteroides_fragilis
SAMN03198097	SGB481	Staphylococcus_epidermidis
SAMN02412416	SGB401	Listeria_monocytogenes
GCF_000552845.1_Stap_aure_M0155_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900031445.1_14324_4_65_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000793165.1_AZPAE15056_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000586675.1_Stap_aure_DAR5814_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000559265.1_Stap_aure_W28469_V1_genomic	SGB185	Staphylococcus_aureus
SAMN05257120	SGB402	Lactobacillus_rhamnosus
GCF_900290175.1_L_sakei_CECT_9267_Spades_Prokka_genomic	SGB391	Lactobacillus_sakei
GCF_900202375.1_R669_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000574005.1_Stap_aure_M1272_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001720575.1_ASM172057v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_900201115.1_B335_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900203815.1_22466_genomic	SGB513	Neisseria_gonorrhoeae
JKR_P2_42_B06_S810_001-bin_1	SGB381	Prevotella_timonensis
SAMN02595268	SGB603	Enterococcus_faecium
GCF_001984325.1_ASM198432v1_genomic	SGB343	Burkholderia_cenocepacia
JKR_12_29_17_G03_S695-bin_1	SGB409	Staphylococcus_haemolyticus
SAMEA1407118	SGB598	Streptococcus_pyogenes
SAMN04011451	SGB184	Citrobacter_freundii
SAMN04011453	SGB184	Citrobacter_freundii
SAMEA3918886	SGB598	Streptococcus_pyogenes
GCF_001444845.1_ASM144484v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA1407113	SGB598	Streptococcus_pyogenes
SAMN07189839	SGB404	Bifidobacterium_breve
GCF_006711405.1_ASM671140v1_genomic	SGB597	Serratia_ureilytica
SAMEA1407112	SGB598	Streptococcus_pyogenes
SAMEA3918883	SGB598	Streptococcus_pyogenes
SAMN02595260	SGB123	Listeria_monocytogenes
GCF_001063375.1_ASM106337v1_genomic	SGB597	Serratia_ureilytica
SAMN02595261	SGB123	Listeria_monocytogenes
GCF_000571355.1_Stap_aure_H58183_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA1407115	SGB598	Streptococcus_pyogenes
GCF_004123065.1_ASM412306v1_genomic	SGB054	Lactobacillus_delbrueckii
SAMN02596976	SGB404	Bifidobacterium_breve
GCF_000413195.2_ASM41319v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003799185.1_ASM379918v1_genomic	SGB513	Neisseria_gonorrhoeae
e8_bin_1	SGB521	Lactobacillus_iners
GCF_000594945.1_Stap_aure_DAR126_V1_genomic	SGB185	Staphylococcus_aureus
MG_2009001159_bin_1	SGB001	Lactobacillus_gasseri
GCF_000790805.1_AZPAE14889_genomic	SGB359	Pseudomonas_aeruginosa
GCF_003414115.1_ASM341411v1_genomic	SGB511	Haemophilus_influenzae
SAMN08195938	SGB603	Enterococcus_faecium
SAMN08195939	SGB603	Enterococcus_faecium
SAMN08195934	SGB603	Enterococcus_faecium
SAMN08195935	SGB603	Enterococcus_faecium
SAMN08195936	SGB603	Enterococcus_faecium
SAMN08195937	SGB603	Enterococcus_faecium
SAMN08195930	SGB603	Enterococcus_faecium
SAMN08195931	SGB603	Enterococcus_faecium
SAMN08195932	SGB603	Enterococcus_faecium
SAMN08195933	SGB603	Enterococcus_faecium
GCF_002278295.1_ASM227829v1_genomic	SGB399	Enterobacter_cloacae
SAMN04573178	SGB272	Lactobacillus_johnsonii
GCF_001874975.1_ASM187497v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_003799145.1_ASM379914v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000257475.1_SoralisSK100v1.0_genomic	SGB487	Streptococcus_oralis
GCF_001089325.1_6714_3_13_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003843145.1_INS-Nm996_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001086805.1_ASM108680v1_genomic	SGB359	Pseudomonas_aeruginosa
0809_588_1_1_BHK5_S409-bin_1	SGB195	Peptoniphilus_harei
GCF_003996665.1_ASM399666v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000550885.1_Stap_aure_M0007_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA1407066	SGB598	Streptococcus_pyogenes
SAMEA1407064	SGB598	Streptococcus_pyogenes
SAMEA1407063	SGB598	Streptococcus_pyogenes
SAMEA1407061	SGB598	Streptococcus_pyogenes
SAMEA1407060	SGB598	Streptococcus_pyogenes
GCF_000595645.1_Stap_aure_DAR5823_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA1407068	SGB598	Streptococcus_pyogenes
GCF_008586765.1_ASM858676v1_genomic	SGB511	Haemophilus_influenzae
GCF_001134645.1_6714_2_18_genomic	SGB513	Neisseria_gonorrhoeae
SAMN04452088	SGB401	Listeria_monocytogenes
SAMN04452089	SGB401	Listeria_monocytogenes
SAMN07665575	SGB402	Lactobacillus_rhamnosus
SAMN07665576	SGB235	Lactobacillus_acidophilus
SAMN08801608	SGB401	Listeria_monocytogenes
SAMN08801609	SGB401	Listeria_monocytogenes
SAMN08801604	SGB401	Listeria_monocytogenes
SAMN08801605	SGB401	Listeria_monocytogenes
SAMN08801606	SGB401	Listeria_monocytogenes
SAMN08801607	SGB401	Listeria_monocytogenes
SAMN08801600	SGB401	Listeria_monocytogenes
SAMN07665578	SGB402	Lactobacillus_rhamnosus
SAMN08801602	SGB401	Listeria_monocytogenes
SAMN08801603	SGB401	Listeria_monocytogenes
SAMN02843216	SGB242	Bifidobacterium_longum
SAMN10249158	SGB603	Enterococcus_faecium
a2_bin_2	SGB455	Gardnerella_vaginalis
GCF_002253725.1_ASM225372v1_genomic	SGB057	Lactobacillus_reuteri
GCF_001406635.1_13470_2_63_genomic	SGB199	Bacteroides_uniformis
GCF_000793255.1_AZPAE15060_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001024075.1_ASM102407v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02472163	SGB122	Bacillus_subtilis
SAMN08200704	SGB412	Lactococcus_lactis
GCF_000282915.1_MWR44.1-1.0_genomic	SGB359	Pseudomonas_aeruginosa
00510651_bin_9	SGB381	Prevotella_timonensis
EE7_bin_1	SGB266	Lactobacillus_crispatus
GCF_900075635.1_11983_6_24_genomic	SGB238	Enterobacter_cloacae
GCF_000570355.1_Stap_aure_F36687_V1_genomic	SGB185	Staphylococcus_aureus
C0159B2	SGB198	Lactobacillus_jensenii
SAMN02872722	SGB184	Citrobacter_freundii
GCF_001055275.1_ASM105527v1_genomic	SGB511	Haemophilus_influenzae
GCF_001589015.1_ASM158901v1_genomic	SGB490	Streptococcus_sanguinis
GCF_000540995.1_Stap_aure_SJUD6101_V1_genomic	SGB185	Staphylococcus_aureus
SRR6747987_bin_2	SGB266	Lactobacillus_crispatus
SRR6747987_bin_1	SGB266	Lactobacillus_crispatus
Prac2_bin_2	SGB266	Lactobacillus_crispatus
GCF_000607105.1_Stap_aure_W82228_V1_genomic	SGB185	Staphylococcus_aureus
SAMN07244538	SGB571	Ureaplasma_parvum
GCF_003458065.1_ASM345806v1_genomic	SGB511	Haemophilus_influenzae
GCF_001555055.1_ASM155505v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN04599991	SGB401	Listeria_monocytogenes
GCF_000575325.1_Stap_aure_M1164_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900203025.1_R938_genomic	SGB513	Neisseria_gonorrhoeae
SAMN03000724	SGB197	Mycoplasma_hominis
JKR_12_29_17_H05_S712-bin_1	SGB481	Staphylococcus_epidermidis
GCF_002920455.1_ASM292045v1_genomic	SGB597	Serratia_ureilytica
GCF_000555705.1_Stap_aure_M0412_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900201475.1_B396_genomic	SGB513	Neisseria_gonorrhoeae
0756_546_1_1_MRSI2_S817-bin_1	SGB084	Anaerococcus_tetradius
SAMN04599949	SGB401	Listeria_monocytogenes
SAMN04599948	SGB401	Listeria_monocytogenes
SAMN04599945	SGB401	Listeria_monocytogenes
SAMN04599944	SGB401	Listeria_monocytogenes
SAMN04599947	SGB401	Listeria_monocytogenes
SAMN04599946	SGB401	Listeria_monocytogenes
SAMN04599941	SGB401	Listeria_monocytogenes
SAMN04599940	SGB401	Listeria_monocytogenes
