GCF_003469635.1_ASM346963v1_genomic	SGB516
E4_1683_1263_1_BDMRSCQ11_S106-bin_2-SPLIT	SGB137
GCF_000800315.1_ASM80031v1_genomic	SGB513
GCF_000215775.4_PA13_miseq_genomic	SGB359
GCF_003935245.1_ASM393524v1_genomic	SGB597
GCF_000570675.1_Stap_aure_T34036_V1_genomic	SGB185
SAMN00761826	SGB579
GCF_900105025.1_IMG-taxon_2636416177_annotated_assembly_genomic	SGB433
SAMEA3893554	SGB603
SAMEA3893555	SGB603
SAMEA3893556	SGB603
SAMEA3893557	SGB603
SAMEA3893550	SGB603
SAMEA3893551	SGB603
SAMEA3893552	SGB603
SAMEA3893553	SGB603
SAMEA3893558	SGB603
SAMD00111296	SGB401
GCF_002159935.1_ASM215993v1_genomic	SGB434
GCF_001472955.1_SMART_901.v1_genomic	SGB399
SAMEA2272637	SGB414
SRS103938_bin_2	SGB266
SRS103938_bin_5	SGB266
SRS103938_bin_6	SGB521
GCF_000578175.1_Stap_aure_H32135_V1_genomic	SGB185
GCF_000536615.1_Stap_aure_WMCA6123_V1_genomic	SGB185
GCF_000606985.1_Stap_aure_W41757_V1_genomic	SGB185
GCF_003415415.1_ASM341541v1_genomic	SGB511
GCF_000258205.1_RaeriaF0474v1.0_genomic	SGB170
Jacques_Reference_BVAB1_tig3672_ann_editted	SGB504
GCF_000575725.1_Stap_aure_M1132_V1_genomic	SGB185
SAMN09734240	SGB242
SAMN10527292	SGB283
SAMN09734243	SGB180
SAMN09734245	SGB179
GCF_003494125.1_ASM349412v1_genomic	SGB513
SAMN09734247	SGB248
GCA_002161325.1_ASM216132v1_genomic	SGB056
SAMN09104651	SGB582
GCF_900452615.1_49888_E01_genomic	SGB178
GCF_003458275.1_ASM345827v1_genomic	SGB183
SAMN08149828	SGB603
MG_4008801269_bin_9	SGB091
GCF_003316895.1_ASM331689v1_genomic	SGB057
GCA_002885075.1_ASM288507v1_genomic	SGB239
GCF_000546745.1_Stap_aure_M1048_V1_genomic	SGB185
JKR_12_29_17_E05_S709-bin_1	SGB481
SAMN04233132	SGB513
GCF_900076415.1_12045_5_15_genomic	SGB238
GCA_001006025.1_ASM100602v1_genomic	SGB200
GCF_001993725.1_ASM199372v1_genomic	SGB343
SAMN03372545	SGB401
GCF_009024975.1_ASM902497v1_genomic	SGB183
GCF_003995275.1_ASM399527v1_genomic	SGB513
GCF_000528175.1_Stap_aure_M0668_V1_genomic	SGB185
GCF_000401435.1_ASM40143v1_genomic	SGB185
SAMN02689320	SGB401
SRS012934_bin_1	SGB166
SRS012934_bin_2	SGB001
SAMN09736665	SGB242
GCF_002326115.1_ASM232611v1_genomic	SGB359
SAMN09736667	SGB179
SAMN09736661	SGB248
BM9_bin_1	SGB266
GCF_003414395.1_ASM341439v1_genomic	SGB511
SAMN03197807	SGB603
GCF_000016805.1_ASM1680v1_genomic	SGB185
GCF_900478735.1_33763_D01_genomic	SGB511
GCF_000578395.1_Stap_aure_M35955_V1_genomic	SGB185
SAMN04498974	SGB266
GCF_001180765.1_P18_London_17_VIM_2_04_10_genomic	SGB359
SAMN04498975	SGB266
GCF_000546305.1_Stap_aure_M1006_V1_genomic	SGB185
SAMN04338347	SGB401
SAMN02741548	SGB401
SAMN02741549	SGB401
SAMN02741544	SGB401
SAMN02741545	SGB401
SAMN02741546	SGB401
SAMN02741547	SGB401
GCF_000506185.1_JD322.contigs_genomic	SGB359
SAMN02741541	SGB401
SAMN02741542	SGB401
SAMN02741543	SGB401
0795_578_1_1_CBA7_S898-bin_1	SGB416
GCF_002083015.1_ASM208301v1_genomic	SGB343
AF13_bin_1	SGB521
GCF_001058575.1_ASM105857v1_genomic	SGB150
GCF_000542515.1_Stap_aure_GGMC6026_V1_genomic	SGB185
BI2_bin_1	SGB137
SAMN07660999	SGB095
GCA_000493335.1_LhCIRMBIA103V1_genomic	SGB200
GCF_001991195.1_ASM199119v1_genomic	SGB343
GCF_000009465.1_ASM946v1_genomic	SGB513
BD1_bin_7	SGB137
BD1_bin_6	SGB504
BD1_bin_1	SGB245
GCF_001451075.1_WH-SGI-V-07391_genomic	SGB359
GCF_000174515.1_ASM17451v1_genomic	SGB185
GCF_000559625.1_Stap_aure_T56203_V1_genomic	SGB185
SAMN02595312	SGB603
SAMN08457432	SGB242
GCF_003666885.1_ASM366688v1_genomic	SGB597
GCF_004349685.1_ASM434968v1_genomic	SGB057
SAMN02438378	SGB198
SAMN02438379	SGB600
GCF_000468935.2_ASM46893v1_genomic	SGB359
GCF_900200745.1_B240_genomic	SGB513
CM_G08_S831-bin_2	SGB266
SAMEA3726428	SGB603
BB10_bin_2	SGB137
BB10_bin_1	SGB521
GCF_001406015.1_14207_7_71_genomic	SGB286
GCF_003986865.1_ASM398686v1_genomic	SGB399
GCF_000363405.1_Stap_aure_M1367_V1_genomic	SGB185
MG_189662_bin_3	SGB592
SAMN00809146	SGB603
SAMN00809145	SGB603
SAMN00809143	SGB603
SAMN00809142	SGB603
SAMN00809141	SGB603
SAMN00809140	SGB123
SAMEA1711768	SGB598
SAMEA1711769	SGB598
GCF_000563815.1_Stap_aure_M59498_V1_genomic	SGB185
SAMEA1711763	SGB598
GCF_001554995.1_ASM155499v1_genomic	SGB359
SAMEA1711766	SGB598
SAMEA1711767	SGB598
GCF_008571465.1_ASM857146v1_genomic	SGB517
SAMEA1711765	SGB598
SAMN06040422	SGB184
SAMN04044610	SGB401
GCF_001083885.1_6714_1_14_genomic	SGB513
GCF_000528435.1_Stap_aure_M0684_V1_genomic	SGB185
GCF_900077505.1_12045_5_64_genomic	SGB238
GCF_000533175.1_Stap_aure_M1499_V1_genomic	SGB185
GCF_001182945.1_P44_Wales_1_VIM_2_11_12_genomic	SGB359
MG_175260_bin_18	SGB164
SAMN02649402	SGB598
MG_175260_bin_12	SGB524
MG_175260_bin_10	SGB453
MG_175260_bin_17	SGB129
MG_175260_bin_15	SGB096
GCF_003600385.1_ASM360038v1_genomic	SGB513
GCF_900637225.1_50279_H01_genomic	SGB163
GCF_900032615.1_14555_6_4_genomic	SGB513
GCF_002307415.1_ASM230741v1_genomic	SGB513
SAMN02471433	SGB601
GCF_002160255.1_ASM216025v1_genomic	SGB162
GCF_009025185.1_ASM902518v1_genomic	SGB183
GCF_003253005.1_ASM325300v1_genomic	SGB191
GCF_000552685.1_Stap_aure_M0142_V1_genomic	SGB185
GCF_000177995.1_ASM17799v1_genomic	SGB185
GCF_000547045.1_Stap_aure_M1080_V1_genomic	SGB185
GCA_002104215	SGB486
SAMN00993450	SGB481
SAMN00993453	SGB601
SAMN00993452	SGB601
SAMN00993455	SGB601
SAMN00993454	SGB601
SAMN00993458	SGB601
GCF_000532815.1_Stap_aure_M1177_V1_genomic	SGB185
C0041A4	SGB057
C0041A5	SGB057
C0041A2	SGB057
C0041A3	SGB057
C0041A1	SGB057
GCF_001765805.1_ASM176580v1_genomic	SGB359
GCF_001697165.1_ASM169716v1_genomic	SGB513
GCF_003204565.1_ASM320456v1_genomic	SGB597
GCF_000556105.1_Stap_aure_M0442_V1_genomic	SGB185
SAMEA2383382	SGB123
GCF_001183285.1_Nm100514_genomic	SGB513
SAMN00189206	SGB095
SAMN00189205	SGB095
SAMN00189204	SGB095
SAMN00189203	SGB095
C0086E7	SGB381
SAMN00189201	SGB095
SAMN00189200	SGB095
GCF_001910285.1_ASM191028v1_genomic	SGB359
SAMN00189209	SGB095
SAMN00189208	SGB095
SAMN02741638	SGB401
GCF_900037515.1_14355_6_69_genomic	SGB513
GCF_000525225.1_Stap_aure_DAR3172_V1_genomic	SGB185
SAMN00001433	SGB348
GCF_000360845.1_Stap_aure_M0340_V1_genomic	SGB185
GCF_001993435.1_ASM199343v1_genomic	SGB343
GCF_001036425.1_ASM103642v1_genomic	SGB359
MG_190788_bin_4	SGB600
SAMN04441844	SGB401
SAMN04441845	SGB401
GCF_003597655.1_ASM359765v1_genomic	SGB054
SAMN05578087	SGB246
GCF_001516365.2_ASM151636v2_genomic	SGB359
SAMN03103719	SGB265
GCF_001375035.1_262_2_5Pc_4_contigs_500_genomic	SGB359
GCF_000528535.1_Stap_aure_M0693_V1_genomic	SGB185
Y1_bin_8	SGB524
SAMEA72811918	SGB401
GCF_002135715.1_ASM213571v1_genomic	SGB359
GCF_003433905.1_ASM343390v1_genomic	SGB591
GCF_900029115.1_14555_6_32_genomic	SGB513
GCF_000699885.1_ASM69988v1_genomic	SGB199
GCF_000605385.1_Stap_aure_M54162_V1_genomic	SGB185
GCF_000789555.1_AZPAE14840_genomic	SGB359
GCF_900033255.1_14555_5_43_genomic	SGB513
SAMEA3888132	SGB601
GCF_000560365.1_Stap_aure_M64191_V1_genomic	SGB185
GCF_000792845.1_AZPAE15009_genomic	SGB359
GCF_000576965.1_Stap_aure_W48973_V1_genomic	SGB185
GCF_000552305.1_Stap_aure_M0117_V1_genomic	SGB185
SRS048536_bin_4	SGB467
SRS048536_bin_5	SGB467
SRS048536_bin_2	SGB266
SRS048536_bin_3	SGB521
SAMN07160576	SGB404
MG_4008501299_bin_15	SGB084
SAMN07160574	SGB404
MG_4008501299_bin_13	SGB464
MG_4008501299_bin_19	SGB346
MG_4008501299_bin_18	SGB381
GCF_001183485.1_Nm320501_genomic	SGB513
GCF_000615095.1_ASM61509v1_genomic	SGB054
SAMN04384202	SGB053
SAMN09736894	SGB009
SAMN02415202	SGB401
SAMN07312421	SGB506
SAMN07312427	SGB174
SAMN02415205	SGB401
SAMN02415204	SGB401
SRR6748178_bin_1	SGB001
GCA_001030985	SGB486
GCF_002532155.1_ASM253215v1_genomic	SGB178
GCF_001434615.1_ASM143461v1_genomic	SGB057
SAMN03287233	SGB401
GCF_900075865.1_11983_6_58_genomic	SGB238
SAMEA72827668	SGB401
GCF_000606285.1_Stap_aure_F56969_V1_genomic	SGB185
GCF_900203765.1_22483_genomic	SGB513
GCF_000796765.1_AZPAE12146_genomic	SGB359
Lactobacillus_iners_ATCC_55195_rep2_S854-bin_2	SGB521
H4_bin_2	SGB416
GCF_000790625.1_AZPAE15053_genomic	SGB359
GCF_002161715.1_ASM216171v1_genomic	SGB180
SAMN04457860	SGB598
GCF_000539955.1_Stap_aure_MISS6048_V1_genomic	SGB185
SAMN04417753	SGB401
SAMD00057672	SGB125
GCF_001538765.1_12082_2_35_genomic	SGB597
SAMN09736802	SGB242
SAMN08125518	SGB401
GCF_000613545.1_ASM61354v1_genomic	SGB161
SAMN08125515	SGB401
GCF_900075725.1_11983_6_36_genomic	SGB238
GCF_002985025.1_ASM298502v1_genomic	SGB511
SAMN08125516	SGB401
SAMN10163192	SGB137
SAMN10163193	SGB567
GCF_000535115.1_Stap_aure_M0873_V1_genomic	SGB185
GCA_004104435.1_ASM410443v1_genomic	SGB056
GCF_001295295.1_ASM129529v1_genomic	SGB359
GCF_003935635.1_ASM393563v1_genomic	SGB597
GCF_000555125.1_Stap_aure_M0357_V1_genomic	SGB185
GCF_003591195.1_ASM359119v1_genomic	SGB488
AZ8_bin_1	SGB266
SAMN05410690	SGB401
SAMN05410691	SGB401
SAMN05410692	SGB401
SAMN05410693	SGB401
SAMN05410694	SGB401
SAMN05410695	SGB401
SAMN05410696	SGB401
SAMN05410697	SGB401
SAMN05410698	SGB401
SAMN05410699	SGB401
GCF_000554045.1_Stap_aure_M0265_V1_genomic	SGB185
GCA_002262615	SGB486
GCF_001993535.1_ASM199353v1_genomic	SGB343
GCF_000602585.1_Stap_aure_T42550_V1_genomic	SGB185
GCF_000548125.1_Stap_aure_M1386_V1_genomic	SGB185
SAMN07713795	SGB095
GCF_001535595.1_ASM153559v1_genomic	SGB396
SAMEA1690458	SGB513
SAMEA1690459	SGB513
SAMN00001505	SGB570
GCF_001452545.1_WH-SGI-V-07692_genomic	SGB359
GCF_001069865.1_ASM106986v1_genomic	SGB160
SAMN00001502	SGB198
SAMEA1690450	SGB513
SAMEA1690451	SGB513
SAMEA1690452	SGB513
SAMEA1690453	SGB513
SAMEA1690454	SGB513
SAMEA1690455	SGB513
SAMEA1690456	SGB513
SAMEA1690457	SGB513
GCF_002021595.1_ASM202159v1_genomic	SGB359
F4_1630_1235_1_CBA15_S232-bin_1-SPLIT	SGB195
SAMN02641596	SGB272
SAMEA2821746	SGB159
GCF_001555165.1_ASM155516v1_genomic	SGB359
GCF_000258685.1_ASM25868v1_genomic	SGB185
GCF_900034545.1_14355_4_75_genomic	SGB513
GCF_000553045.1_Stap_aure_M0166_V1_genomic	SGB185
L_iners_A2_UP11_143_D_S143-bin_1-SPLIT	SGB521
GCF_000527815.1_Stap_aure_M0634_V1_genomic	SGB185
GCA_002188055	SGB486
GCF_002136165.1_ASM213616v1_genomic	SGB359
GCF_000542535.1_Stap_aure_MISS6078_V1_genomic	SGB185
GCF_001993515.1_ASM199351v1_genomic	SGB343
GCF_000536155.1_Stap_aure_M1494_V1_genomic	SGB185
GCF_900201335.1_B369_genomic	SGB513
GCF_002370375.1_ASM237037v1_genomic	SGB391
GCF_000533395.1_Stap_aure_M0126_V1_genomic	SGB185
GCF_000552225.1_Stap_aure_M0111_V1_genomic	SGB185
GCF_900025485.1_14355_4_93_genomic	SGB513
GCF_000360665.1_Stap_aure_M0280_V1_genomic	SGB185
GCF_900077195.1_12045_5_51_genomic	SGB238
GCF_002920375.1_ASM292037v1_genomic	SGB597
GCF_001037345.1_ASM103734v1_genomic	SGB359
GCF_000529135.1_Stap_aure_M0625_V1_genomic	SGB185
GCF_002108655.1_ASM210865v1_genomic	SGB597
GCF_003457925.1_ASM345792v1_genomic	SGB199
GCF_001117425.1_6714_3_20_genomic	SGB513
GCF_005888265.1_ASM588826v1_genomic	SGB511
GCF_001059565.1_ASM105956v1_genomic	SGB158
GCF_003724515.1_INS-Nm1151_genomic	SGB513
SAMN09734463	SGB527
SAMN09734469	SGB527
GCF_002989395.1_ASM298939v1_genomic	SGB511
BN2_bin_1	SGB266
0903_658_1_LKV_37B_S790-bin_1	SGB277
GCF_001537725.1_12082_3_7_genomic	SGB597
SAMN10797504	SGB401
GCF_000011525.1_ASM1152v1_genomic	SGB185
GCF_000563975.1_Stap_aure_T33139_V1_genomic	SGB185
MG_213391_bin_2	SGB281
GCF_900205155.1_99661_genomic	SGB513
GCF_000540855.1_Stap_aure_SJOS6118_V1_genomic	SGB185
GCF_001765635.1_ASM176563v1_genomic	SGB359
GCF_900076005.1_12082_4_66_genomic	SGB238
GCF_900027465.1_14555_6_81_genomic	SGB513
GCF_000605645.1_Stap_aure_T52642_V1_genomic	SGB185
SAMEA3222084	SGB603
GCF_001181045.1_P32_London_17_VIM_2_10_11_genomic	SGB359
SAMN08174306	SGB603
GCF_000542275.1_Stap_aure_GGMC6024_V1_genomic	SGB185
GCF_002136375.1_ASM213637v1_genomic	SGB359
0008_007_1_MRS3_S771-bin_1	SGB496
SAMN06368590	SGB242
SAMN06368591	SGB242
SAMN06368596	SGB242
SAMN06368597	SGB242
SAMN06368594	SGB242
SAMN06368595	SGB242
SAMN08111303	SGB601
SAMN08111302	SGB601
SAMN08111301	SGB601
SAMN06368599	SGB242
0861_630_1_1_BHK1_S446-bin_1	SGB281
GCF_000629385.1_Pseu_aeru_BWH060_V1_genomic	SGB359
GCF_000790865.1_AZPAE14891_genomic	SGB359
GCF_000586775.1_Stap_aure_W82239_V1_genomic	SGB185
GCF_900026795.1_14355_6_86_genomic	SGB513
GCF_000587835.1_Stap_aure_F22648_V1_genomic	SGB185
SAMN02603957	SGB506
GCF_000602285.1_Stap_aure_F52326_V1_genomic	SGB185
GCF_000595825.1_Stap_aure_DAR5832_V1_genomic	SGB185
SAMN08049011	SGB053
SAMN08093650	SGB603
SAMN08093651	SGB603
SAMN06009454	SGB184
SRS011269_bin_1	SGB467
SRS011269_bin_2	SGB415
SRS011269_bin_4	SGB198
SRR5273983_bin_1	SGB521
GCA_002856605	SGB486
GCF_000544365.1_Stap_aure_M0840_V1_genomic	SGB185
C0046B5	SGB415
C0046B2	SGB415
SAMN03267130	SGB401
GCF_001572725.1_ASM157272v1_genomic	SGB127
SAMN06327204	SGB603
SAMN07656223	SGB095
SAMN07656221	SGB095
GCF_002096675.1_ASM209667v1_genomic	SGB282
SAMN07656225	SGB095
GCF_900202595.1_R815_genomic	SGB513
GCF_000560885.1_Stap_aure_H87658_V1_genomic	SGB185
GCF_900075025.1_11983_7_92_genomic	SGB238
SAMN06853954	SGB580
SAMN02741687	SGB601
GCF_900177445.1_IMG-taxon_2608642260_annotated_assembly_genomic	SGB238
GCF_000557485.1_Stap_aure_M0559_V1_genomic	SGB185
GCA_001720705	SGB486
GCF_001068295.1_ASM106829v1_genomic	SGB359
GCF_000350425.2_KLT6_genomic	SGB185
SAMN06473336	SGB404
SAMEA2272406	SGB401
SAMN10643277	SGB125
SAMN03277787	SGB401
SAMN03277789	SGB401
MG_213626_bin_2	SGB467
MG_213626_bin_1	SGB494
GCF_000558265.1_Stap_aure_M0619_V1_genomic	SGB185
MG_213626_bin_4	SGB281
SAMN06850204	SGB603
SAMN06850205	SGB603
SAMN02435851	SGB601
GCA_001042595.1_ASM104259v1_genomic	SGB175
GCF_000265155.1_ASM26515v1_genomic	SGB513
SAMN03278638	SGB401
SAMN03278639	SGB401
SAMN03278634	SGB401
SAMN03278635	SGB401
SAMN03278636	SGB401
SAMN03278637	SGB401
GCF_001703735.1_ASM170373v1_genomic	SGB513
SAMN02435857	SGB124
GCF_000607525.1_Stap_aure_DAR3574_V1_genomic	SGB185
SAMN03198192	SGB481
SAMN03198193	SGB481
SAMN03198190	SGB598
SAMN03198191	SGB481
SAMN03198198	SGB481
SAMN03198199	SGB402
GCF_000493795.1_PM_A293_genomic	SGB567
0861_630_1_1_MRSI1_rep1_S851-bin_2	SGB521
CM2268_MRS4_S783-bin_1	SGB600
GCF_000575805.1_Stap_aure_M1127_V1_genomic	SGB185
GCF_000796245.1_AZPAE14721_genomic	SGB359
GCF_000552345.1_Stap_aure_M0119_V1_genomic	SGB185
SAMEA23873668	SGB603
SAMN02440805	SGB381
GCF_000791005.1_AZPAE15025_genomic	SGB359
SAMN10172669	SGB598
GCF_900204775.1_23015_genomic	SGB513
GCF_003493575.1_ASM349357v1_genomic	SGB513
GCA_004015045.1_ASM401504v1_genomic	SGB056
GCF_900034905.1_14412_3_85_genomic	SGB511
GCF_000553905.1_Stap_aure_M0254_V1_genomic	SGB185
SAMN02470949	SGB527
SAMN02470944	SGB527
A9-2_bin_2	SGB137
A9-2_bin_1	SGB266
SAMN02567515	SGB598
SAMN02567514	SGB598
SAMN02567516	SGB598
SAMN02567513	SGB598
SAMN02567512	SGB598
GCF_001056705.1_ASM105670v1_genomic	SGB343
GCF_000792305.1_AZPAE14983_genomic	SGB359
SAMN04573237	SGB272
SAMN04573238	SGB272
GCF_001722025.1_ASM172202v1_genomic	SGB359
GCF_000507705.1_Stap_aure_KPL1845_V1_genomic	SGB185
GCF_000796345.1_AZPAE14453_genomic	SGB359
SAMN04958330	SGB401
SAMN02603273	SGB344
GCF_001539485.1_12045_8_3_genomic	SGB597
SAMN04958333	SGB401
SAMN04622480	SGB481
GCF_000387005.2_ASM38700v2_genomic	SGB513
GCF_003491085.1_ASM349108v1_genomic	SGB513
GCA_000566965	SGB486
SAMN03222590	SGB344
GCA_003468435.1_ASM346843v1_genomic	SGB442
GCF_900202515.1_R803_genomic	SGB513
F4_1630_1235_1_CBA9_S275-bin_3-SPLIT	SGB001
GCF_000532315.1_Stap_aure_M1042_V1_genomic	SGB185
DZD_CM_03_S771-bin_1	SGB266
GCF_000562005.1_Stap_aure_T84595_V1_genomic	SGB185
GCF_003854675.1_ASM385467v1_genomic	SGB343
GCF_900107905.1	SGB491
GCF_001024835.1_ASM102483v1_genomic	SGB359
GCF_001993035.1_ASM199303v1_genomic	SGB343
GCF_000173315.1_ASM17331v1_genomic	SGB511
GCF_000248555.2_ASM24855v3_genomic	SGB185
C0089E5	SGB600
GCF_002329735.1_ASM232973v1_genomic	SGB359
SAMN08801722	SGB402
SAMN00991435	SGB601
SAMN00991434	SGB601
SAMN00991437	SGB601
SAMN00991436	SGB601
SRS098530_bin_3	SGB266
SAMN00991430	SGB601
SAMN00991433	SGB601
SAMN00991432	SGB601
SAMN00991439	SGB601
SAMN00991438	SGB601
GCF_002983985.1_ASM298398v1_genomic	SGB511
GCF_003490865.1_ASM349086v1_genomic	SGB511
SAMN00808891	SGB123
SAMN03263069	SGB348
GCF_000601725.1_Stap_aure_T25283_V1_genomic	SGB185
GCF_003474175.1_ASM347417v1_genomic	SGB183
GCF_001066185.1_ASM106618v1_genomic	SGB359
GCF_900022515.1_14412_4_28_genomic	SGB511
GCF_002968585.1_ASM296858v1_genomic	SGB359
GCF_001999825.1_ASM199982v1_genomic	SGB343
SRS017520_bin_1	SGB266
SAMN08125520	SGB401
SAMN08125521	SGB401
SAMN08125522	SGB401
GCF_003204645.1_ASM320464v1_genomic	SGB597
GCF_003460105.1_ASM346010v1_genomic	SGB354
SAMN08563099	SGB598
GCF_000533115.1_Stap_aure_M1485_V1_genomic	SGB185
GCF_000606725.1_Stap_aure_M91652_V1_genomic	SGB185
Y6_bin_3	SGB420
SAMEA3139000	SGB601
SAMEA3139005	SGB401
GCF_003626775.1_ASM362677v1_genomic	SGB597
GCF_003414645.1_ASM341464v1_genomic	SGB511
SAMN05384163	SGB601
GCF_000792205.1_AZPAE14979_genomic	SGB359
SAMN09469344	SGB603
SAMN09469345	SGB603
GCF_000552805.1_Stap_aure_M0149_V1_genomic	SGB185
GCA_004554925.1_ASM455492v1_genomic	SGB495
GCF_000259715.1_S_aureus_118_1_genomic	SGB185
GCF_000538815.1_Stap_aure_WMCS6039_V1_genomic	SGB185
FC11_bin_1	SGB266
GCF_900037505.1_14355_4_77_genomic	SGB513
GCF_001452525.1_WH-SGI-V-07690_genomic	SGB359
SAMEA2383348	SGB401
SAMEA2383349	SGB401
SAMEA2383345	SGB401
SAMEA2383346	SGB401
GCF_000548785.1_Stap_aure_M1431_V1_genomic	SGB185
C0054A1	SGB001
GCF_003843475.1_INS-Nm989_genomic	SGB513
0055_051_1_3_MRS6_S858-bin_1	SGB020
SAMN04041579	SGB481
GCF_000601565.1_Stap_aure_F19470_V1_genomic	SGB185
GCF_001454515.1_WH-SGI-V-07364_genomic	SGB359
GCF_002794745.1_ASM279474v1_genomic	SGB359
SAMEA1903439	SGB598
E3_1733_1310_1_BDMRSCQ2_S137-bin_1-SPLIT	SGB020
GCF_900200415.1_B172_genomic	SGB513
GCF_001992565.1_ASM199256v1_genomic	SGB343
GCF_001092265.1_6714_4_19_genomic	SGB513
GCF_000539935.1_Stap_aure_LPIH6001_V1_genomic	SGB185
CM_C4-2_bin_1	SGB521
GCF_001994835.1_ASM199483v1_genomic	SGB343
GCF_900027415.1_14355_7_3_genomic	SGB513
GCF_003491105.1_ASM349110v1_genomic	SGB513
SAMN05591982	SGB499
GCF_900465085.1_ecl_17604.1_genomic	SGB238
SAMEA1876777	SGB598
GCF_001454095.1_WH-SGI-V-07856_genomic	SGB359
SAMEA1876775	SGB598
SAMEA1876773	SGB598
SAMEA1876772	SGB598
SAMEA1876771	SGB598
SAMEA1876770	SGB598
SAMN03197614	SGB481
SAMN02841207	SGB481
SAMEA1876778	SGB598
SAMN10790882	SGB344
GCF_000816985.1_ASM81698v1_genomic	SGB359
GCF_001756485.1_ASM175648v1_genomic	SGB359
GCF_005888195.1_ASM588819v1_genomic	SGB511
GCF_000293645.1_ASM29364v1_genomic	SGB513
GCF_003494685.1_ASM349468v1_genomic	SGB513
SAMN08556116	SGB598
GCF_002860905.1_ASM286090v1_genomic	SGB447
SAMEA1523548	SGB598
SAMEA1523545	SGB598
SAMEA1523544	SGB598
SAMEA1523546	SGB598
SAMEA1523540	SGB598
SAMEA1523543	SGB598
SAMEA1523542	SGB598
GCF_002987085.1_ASM298708v1_genomic	SGB511
GCF_000360225.1_Stap_aure_M0150_V1_genomic	SGB185
JKR_P1_89_A12_rep3_S859-bin_1	SGB521
SAMN08177723	SGB401
GCF_000359985.1_Stap_aure_M0029_V1_genomic	SGB185
GCF_001405095.1_13470_2_65_genomic	SGB500
DZD_CM_10_S778-bin_2	SGB266
GCF_900117025.1_ASM90011702v1_genomic	SGB178
GCF_000360965.1_Stap_aure_M0367_V1_genomic	SGB185
GCF_003798935.1_ASM379893v1_genomic	SGB513
GCF_000796945.1_AZPAE12154_genomic	SGB359
C0084E5	SGB018
SAMN06472806	SGB401
SAMN06472807	SGB401
GCF_000538095.1_Stap_aure_PLAC6012_V1_genomic	SGB185
GCF_000237805.1_ASM23780v1_genomic	SGB330
SAMN06472808	SGB401
SAMN06472809	SGB401
SAMN03996281	SGB408
SAMN03996282	SGB603
SAMN03996285	SGB506
SAMN03996287	SGB506
SAMN00991849	SGB481
GCF_007897155.1_ASM789715v1_genomic	SGB511
E3_1733_1310_1_BDMRSCQ1_1_S278-bin_2-SPLIT	SGB464
GCF_002985065.1_ASM298506v1_genomic	SGB511
GCF_003842545.1_INS-Nm1043_genomic	SGB513
SAMN05913382	SGB044
GCF_008364225.1_ASM836422v1_genomic	SGB597
GCF_003800215.1_ASM380021v1_genomic	SGB513
GCF_000604705.1_Stap_aure_T28653_V1_genomic	SGB185
GCF_900199885.1_B018_genomic	SGB513
GCF_006334585.1_ASM633458v1_genomic	SGB513
GCF_000559185.1_Stap_aure_M81424_V1_genomic	SGB185
SAMEA3893547	SGB603
GCF_000541715.1_Stap_aure_LAMC6078_V1_genomic	SGB185
GCF_000535495.1_Stap_aure_M1028_V1_genomic	SGB185
SAMEA46071418	SGB601
GCF_001539985.1_12045_8_24_genomic	SGB597
SAMN00002545	SGB497
GCF_000364525.1_S.aureus_LVP2_genomic	SGB185
GCF_000793125.1_AZPAE15023_genomic	SGB359
SAMEA3501569	SGB599
GCA_900454365.1_58833_F01_genomic	SGB371
SAMN03218399	SGB401
SAMN03218398	SGB401
GCF_002549985.1_ASM254998v1_genomic	SGB366
SAMEA2238029	SGB598
SAMEA1690392	SGB513
SAMEA1690390	SGB513
SAMEA1690397	SGB513
SAMEA1690396	SGB513
SAMEA1690395	SGB513
SAMEA1690394	SGB513
SAMEA1690399	SGB513
SAMEA1690398	SGB513
SAMN10230511	SGB401
SAMN10230510	SGB401
SAMN07956010	SGB413
GCF_000248635.1_ASM24863v2_genomic	SGB185
GCF_000387125.2_ASM38712v2_genomic	SGB513
GCF_000605365.1_Stap_aure_M45726_V1_genomic	SGB185
SAMN02469849	SGB184
GCF_001035635.1_ASM103563v1_genomic	SGB359
SAMN06701847	SGB598
SAMN06701846	SGB598
GCF_008330765.1_ASM833076v1_genomic	SGB513
SAMN03285271	SGB401
SAMN04158372	SGB095
SAMN04324900	SGB249
GCF_000536035.1_Stap_aure_M1339_V1_genomic	SGB185
GCF_002988355.1_ASM298835v1_genomic	SGB511
SAMN03135814	SGB090
SAMN08895442	SGB232
GCF_003942285.1_ASM394228v1_genomic	SGB487
0055_051_1_3_MRS4_S398-bin_1	SGB020
SAMEA4885529	SGB603
BD7_bin_2	SGB467
GCA_003467735.1_ASM346773v1_genomic	SGB442
GCF_001537885.1_12082_2_34_genomic	SGB597
GCA_000493555.1_LhCIRMBIA101V1_genomic	SGB200
MG_181711_bin_2	SGB245
MG_181711_bin_3	SGB244
MG_181711_bin_1	SGB521
MG_181711_bin_6	SGB096
MG_181711_bin_7	SGB455
MG_181711_bin_4	SGB498
MG_181711_bin_5	SGB164
MG_181711_bin_8	SGB129
MG_181711_bin_9	SGB504
GCF_900077175.1_12045_4_48_genomic	SGB238
SAMEA3888072	SGB601
SAMEA3888077	SGB601
SAMEA3888076	SGB601
SAMEA3888075	SGB601
GCF_900205185.1_99688_genomic	SGB513
SAMEA3888079	SGB601
SAMEA3888078	SGB601
